사용일,호선,구분,역명,a
일요일,2호선,외선,낙성대,60
일요일,2호선,내선,낙성대,84
일요일,2호선,외선,낙성대,47
일요일,2호선,내선,낙성대,65
일요일,2호선,외선,낙성대,41
일요일,2호선,내선,낙성대,59
일요일,2호선,외선,낙성대,36
일요일,2호선,내선,낙성대,70
일요일,2호선,외선,낙성대,31
일요일,2호선,내선,낙성대,73
일요일,2호선,외선,낙성대,29
일요일,2호선,내선,낙성대,53
일요일,2호선,외선,낙성대,34
일요일,2호선,내선,낙성대,0
일요일,2호선,외선,낙성대,0
평일,2호선,내선,당산,29
평일,2호선,외선,당산,26
평일,2호선,내선,당산,35
평일,2호선,외선,당산,38
평일,2호선,내선,당산,75
평일,2호선,외선,당산,66
평일,2호선,내선,당산,130
평일,2호선,외선,당산,79
평일,2호선,내선,당산,78
평일,2호선,외선,당산,32
평일,2호선,내선,당산,62
평일,2호선,외선,당산,32
평일,2호선,내선,당산,60
평일,2호선,외선,당산,35
평일,2호선,내선,당산,61
평일,2호선,외선,당산,37
평일,2호선,내선,당산,61
평일,2호선,외선,당산,45
평일,2호선,내선,당산,53
평일,2호선,외선,당산,43
평일,2호선,내선,당산,47
평일,2호선,외선,당산,47
평일,2호선,내선,당산,52
평일,2호선,외선,당산,56
평일,2호선,내선,당산,55
평일,2호선,외선,당산,69
평일,2호선,내선,당산,77
평일,2호선,외선,당산,104
평일,2호선,내선,당산,60
평일,2호선,외선,당산,75
평일,2호선,내선,당산,36
평일,2호선,외선,당산,68
평일,2호선,내선,당산,43
평일,2호선,외선,당산,80
평일,2호선,내선,당산,42
평일,2호선,외선,당산,100
평일,2호선,내선,당산,35
평일,2호선,외선,당산,64
평일,2호선,내선,당산,15
평일,2호선,외선,당산,24
토요일,2호선,내선,당산,20
토요일,2호선,외선,당산,36
토요일,2호선,내선,당산,25
토요일,2호선,외선,당산,28
토요일,2호선,내선,당산,27
토요일,2호선,외선,당산,23
토요일,2호선,내선,당산,47
토요일,2호선,외선,당산,28
토요일,2호선,내선,당산,53
토요일,2호선,외선,당산,32
토요일,2호선,내선,당산,63
토요일,2호선,외선,당산,41
토요일,2호선,내선,당산,67
토요일,2호선,외선,당산,48
토요일,2호선,내선,당산,79
토요일,2호선,외선,당산,56
토요일,2호선,내선,당산,92
토요일,2호선,외선,당산,57
토요일,2호선,내선,당산,78
토요일,2호선,외선,당산,64
토요일,2호선,내선,당산,66
토요일,2호선,외선,당산,69
토요일,2호선,내선,당산,73
토요일,2호선,외선,당산,61
토요일,2호선,내선,당산,73
토요일,2호선,외선,당산,73
토요일,2호선,내선,당산,63
토요일,2호선,외선,당산,66
토요일,2호선,내선,당산,50
토요일,2호선,외선,당산,55
토요일,2호선,내선,당산,42
토요일,2호선,외선,당산,67
토요일,2호선,내선,당산,42
토요일,2호선,외선,당산,71
토요일,2호선,내선,당산,50
토요일,2호선,외선,당산,88
토요일,2호선,내선,당산,44
토요일,2호선,외선,당산,103
토요일,2호선,내선,당산,0
토요일,2호선,외선,당산,0
일요일,2호선,내선,당산,12
일요일,2호선,외선,당산,41
일요일,2호선,내선,당산,14
일요일,2호선,외선,당산,26
일요일,2호선,내선,당산,23
일요일,2호선,외선,당산,15
일요일,2호선,내선,당산,42
일요일,2호선,외선,당산,21
일요일,2호선,내선,당산,45
일요일,2호선,외선,당산,33
일요일,2호선,내선,당산,54
일요일,2호선,외선,당산,37
일요일,2호선,내선,당산,57
일요일,2호선,외선,당산,38
일요일,2호선,내선,당산,65
일요일,2호선,외선,당산,44
일요일,2호선,내선,당산,75
일요일,2호선,외선,당산,47
일요일,2호선,내선,당산,68
일요일,2호선,외선,당산,45
일요일,2호선,내선,당산,65
일요일,2호선,외선,당산,52
일요일,2호선,내선,당산,59
일요일,2호선,외선,당산,58
일요일,2호선,내선,당산,62
일요일,2호선,외선,당산,65
일요일,2호선,내선,당산,53
일요일,2호선,외선,당산,63
일요일,2호선,내선,당산,41
일요일,2호선,외선,당산,56
일요일,2호선,내선,당산,32
일요일,2호선,외선,당산,49
일요일,2호선,내선,당산,30
일요일,2호선,외선,당산,57
일요일,2호선,내선,당산,31
일요일,2호선,외선,당산,54
일요일,2호선,내선,당산,30
일요일,2호선,외선,당산,42
일요일,2호선,내선,당산,0
일요일,2호선,외선,당산,0
평일,2호선,내선,대림,91
평일,2호선,외선,대림,38
평일,2호선,내선,대림,48
평일,2호선,외선,대림,39
평일,2호선,내선,대림,69
평일,2호선,외선,대림,79
평일,2호선,내선,대림,98
평일,2호선,외선,대림,115
평일,2호선,내선,대림,53
평일,2호선,외선,대림,66
평일,2호선,내선,대림,37
평일,2호선,외선,대림,60
평일,2호선,내선,대림,40
평일,2호선,외선,대림,51
평일,2호선,내선,대림,53
평일,2호선,외선,대림,47
평일,2호선,내선,대림,57
평일,2호선,외선,대림,54
평일,2호선,내선,대림,56
평일,2호선,외선,대림,48
평일,2호선,내선,대림,58
평일,2호선,외선,대림,50
평일,2호선,내선,대림,68
평일,2호선,외선,대림,50
평일,2호선,내선,대림,86
평일,2호선,외선,대림,54
평일,2호선,내선,대림,98
평일,2호선,외선,대림,85
평일,2호선,내선,대림,73
평일,2호선,외선,대림,76
평일,2호선,내선,대림,50
평일,2호선,외선,대림,59
평일,2호선,내선,대림,58
평일,2호선,외선,대림,77
평일,2호선,내선,대림,68
평일,2호선,외선,대림,72
평일,2호선,내선,대림,40
평일,2호선,외선,대림,64
평일,2호선,내선,대림,14
평일,2호선,외선,대림,43
토요일,2호선,내선,대림,68
토요일,2호선,외선,대림,32
토요일,2호선,내선,대림,30
토요일,2호선,외선,대림,29
토요일,2호선,내선,대림,25
토요일,2호선,외선,대림,30
토요일,2호선,내선,대림,43
토요일,2호선,외선,대림,46
토요일,2호선,내선,대림,41
토요일,2호선,외선,대림,64
토요일,2호선,내선,대림,47
토요일,2호선,외선,대림,54
토요일,2호선,내선,대림,60
토요일,2호선,외선,대림,67
토요일,2호선,내선,대림,67
토요일,2호선,외선,대림,65
토요일,2호선,내선,대림,79
토요일,2호선,외선,대림,69
토요일,2호선,내선,대림,72
토요일,2호선,외선,대림,74
토요일,2호선,내선,대림,70
토요일,2호선,외선,대림,69
토요일,2호선,내선,대림,73
토요일,2호선,외선,대림,58
토요일,2호선,내선,대림,72
토요일,2호선,외선,대림,69
토요일,2호선,내선,대림,67
토요일,2호선,외선,대림,62
토요일,2호선,내선,대림,50
토요일,2호선,외선,대림,56
토요일,2호선,내선,대림,42
토요일,2호선,외선,대림,56
토요일,2호선,내선,대림,54
토요일,2호선,외선,대림,57
토요일,2호선,내선,대림,54
토요일,2호선,외선,대림,98
토요일,2호선,내선,대림,47
토요일,2호선,외선,대림,100
토요일,2호선,내선,대림,0
토요일,2호선,외선,대림,0
일요일,2호선,내선,대림,46
일요일,2호선,외선,대림,21
일요일,2호선,내선,대림,23
일요일,2호선,외선,대림,22
일요일,2호선,내선,대림,18
일요일,2호선,외선,대림,24
일요일,2호선,내선,대림,31
일요일,2호선,외선,대림,40
일요일,2호선,내선,대림,41
일요일,2호선,외선,대림,53
일요일,2호선,내선,대림,44
일요일,2호선,외선,대림,51
일요일,2호선,내선,대림,42
일요일,2호선,외선,대림,54
일요일,2호선,내선,대림,56
일요일,2호선,외선,대림,54
일요일,2호선,내선,대림,62
일요일,2호선,외선,대림,57
일요일,2호선,내선,대림,64
일요일,2호선,외선,대림,56
일요일,2호선,내선,대림,61
일요일,2호선,외선,대림,54
일요일,2호선,내선,대림,64
일요일,2호선,외선,대림,53
일요일,2호선,내선,대림,59
일요일,2호선,외선,대림,61
일요일,2호선,내선,대림,60
일요일,2호선,외선,대림,52
일요일,2호선,내선,대림,49
일요일,2호선,외선,대림,49
일요일,2호선,내선,대림,39
일요일,2호선,외선,대림,46
일요일,2호선,내선,대림,38
일요일,2호선,외선,대림,48
일요일,2호선,내선,대림,36
일요일,2호선,외선,대림,45
일요일,2호선,내선,대림,26
일요일,2호선,외선,대림,69
일요일,2호선,내선,대림,0
일요일,2호선,외선,대림,0
평일,2호선,내선,동대문역사문화공원,15
평일,2호선,외선,동대문역사문화공원,13
평일,2호선,내선,동대문역사문화공원,24
평일,2호선,외선,동대문역사문화공원,20
평일,2호선,내선,동대문역사문화공원,34
평일,2호선,외선,동대문역사문화공원,60
평일,2호선,내선,동대문역사문화공원,65
평일,2호선,외선,동대문역사문화공원,78
평일,2호선,내선,동대문역사문화공원,34
평일,2호선,외선,동대문역사문화공원,42
평일,2호선,내선,동대문역사문화공원,29
평일,2호선,외선,동대문역사문화공원,34
평일,2호선,내선,동대문역사문화공원,35
평일,2호선,외선,동대문역사문화공원,39
평일,2호선,내선,동대문역사문화공원,37
평일,2호선,외선,동대문역사문화공원,34
평일,2호선,내선,동대문역사문화공원,45
평일,2호선,외선,동대문역사문화공원,36
평일,2호선,내선,동대문역사문화공원,43
평일,2호선,외선,동대문역사문화공원,34
평일,2호선,내선,동대문역사문화공원,47
평일,2호선,외선,동대문역사문화공원,35
평일,2호선,내선,동대문역사문화공원,50
평일,2호선,외선,동대문역사문화공원,33
평일,2호선,내선,동대문역사문화공원,55
평일,2호선,외선,동대문역사문화공원,40
평일,2호선,내선,동대문역사문화공원,70
평일,2호선,외선,동대문역사문화공원,54
평일,2호선,내선,동대문역사문화공원,52
평일,2호선,외선,동대문역사문화공원,36
평일,2호선,내선,동대문역사문화공원,34
평일,2호선,외선,동대문역사문화공원,33
평일,2호선,내선,동대문역사문화공원,47
평일,2호선,외선,동대문역사문화공원,31
평일,2호선,내선,동대문역사문화공원,50
평일,2호선,외선,동대문역사문화공원,40
평일,2호선,내선,동대문역사문화공원,41
평일,2호선,외선,동대문역사문화공원,22
평일,2호선,내선,동대문역사문화공원,12
평일,2호선,외선,동대문역사문화공원,11
토요일,2호선,내선,동대문역사문화공원,18
토요일,2호선,외선,동대문역사문화공원,13
토요일,2호선,내선,동대문역사문화공원,20
토요일,2호선,외선,동대문역사문화공원,14
토요일,2호선,내선,동대문역사문화공원,19
토요일,2호선,외선,동대문역사문화공원,16
토요일,2호선,내선,동대문역사문화공원,32
토요일,2호선,외선,동대문역사문화공원,28
토요일,2호선,내선,동대문역사문화공원,27
토요일,2호선,외선,동대문역사문화공원,34
토요일,2호선,내선,동대문역사문화공원,31
토요일,2호선,외선,동대문역사문화공원,40
토요일,2호선,내선,동대문역사문화공원,46
토요일,2호선,외선,동대문역사문화공원,47
토요일,2호선,내선,동대문역사문화공원,51
토요일,2호선,외선,동대문역사문화공원,56
토요일,2호선,내선,동대문역사문화공원,52
토요일,2호선,외선,동대문역사문화공원,54
토요일,2호선,내선,동대문역사문화공원,50
토요일,2호선,외선,동대문역사문화공원,58
토요일,2호선,내선,동대문역사문화공원,60
토요일,2호선,외선,동대문역사문화공원,58
토요일,2호선,내선,동대문역사문화공원,57
토요일,2호선,외선,동대문역사문화공원,43
토요일,2호선,내선,동대문역사문화공원,58
토요일,2호선,외선,동대문역사문화공원,53
토요일,2호선,내선,동대문역사문화공원,50
토요일,2호선,외선,동대문역사문화공원,50
토요일,2호선,내선,동대문역사문화공원,40
토요일,2호선,외선,동대문역사문화공원,38
토요일,2호선,내선,동대문역사문화공원,45
토요일,2호선,외선,동대문역사문화공원,34
토요일,2호선,내선,동대문역사문화공원,47
토요일,2호선,외선,동대문역사문화공원,33
토요일,2호선,내선,동대문역사문화공원,56
토요일,2호선,외선,동대문역사문화공원,33
토요일,2호선,내선,동대문역사문화공원,51
토요일,2호선,외선,동대문역사문화공원,38
토요일,2호선,내선,동대문역사문화공원,0
토요일,2호선,외선,동대문역사문화공원,0
일요일,2호선,내선,동대문역사문화공원,13
일요일,2호선,외선,동대문역사문화공원,6
일요일,2호선,내선,동대문역사문화공원,11
일요일,2호선,외선,동대문역사문화공원,9
일요일,2호선,내선,동대문역사문화공원,14
일요일,2호선,외선,동대문역사문화공원,9
일요일,2호선,내선,동대문역사문화공원,31
일요일,2호선,외선,동대문역사문화공원,21
일요일,2호선,내선,동대문역사문화공원,25
일요일,2호선,외선,동대문역사문화공원,30
일요일,2호선,내선,동대문역사문화공원,24
일요일,2호선,외선,동대문역사문화공원,29
일요일,2호선,내선,동대문역사문화공원,34
일요일,2호선,외선,동대문역사문화공원,42
일요일,2호선,내선,동대문역사문화공원,37
일요일,2호선,외선,동대문역사문화공원,46
일요일,2호선,내선,동대문역사문화공원,46
일요일,2호선,외선,동대문역사문화공원,46
일요일,2호선,내선,동대문역사문화공원,51
